artist_name,genre,popularity,followers,external_url,ticket_sales,ticket_price
Charli xcx,"art pop, candy pop, metropopolis, pop, uk pop",88,4020342,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5,Unknown,52.8
Bentley Robles,,33,7460,https://open.spotify.com/artist/2LOSfMfEVu8XgmHqwuixWT,No events,No price
Liotta Seoul,,23,7413,https://open.spotify.com/artist/5TVvYXtmzb3yeMZIiQdTQi,No events,No price
The Rare Occasions,la indie,66,445360,https://open.spotify.com/artist/1QfpRUtH14JLoY6F6AYmwt,Unknown,Unknown
Leaving Time,grungegaze,39,27451,https://open.spotify.com/artist/7uskWkK7rsdbMgE2wDU22Y,Unknown,18.0
Kendrick Lamar,"conscious hip hop, hip hop, rap, west coast rap",92,32731592,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,No events,No price
CYRIL,,80,259848,https://open.spotify.com/artist/11kt6ggsdxvI8MhyeSMKom,Unknown,59.5
Dombresky,"bass house, electro house, house, tech house",50,119508,https://open.spotify.com/artist/2GVtgxcx7jg5xVCZsIHSGN,Unknown,Unknown
Slomosa,"norwegian prog, norwegian rock",40,31682,https://open.spotify.com/artist/0l7GXb53ndWn97ul8Hpfzd,Unknown,34.0
BONES UK,slayer,49,87943,https://open.spotify.com/artist/16kd5X3pBMOtXdLlX5LcAw,Unknown,29.5
PIAO,,29,5950,https://open.spotify.com/artist/3WRVVRVjdDenvXlJgs2WXb,Unknown,Unknown
JVKE,"modern indie pop, pov: indie, singer-songwriter pop",76,4818940,https://open.spotify.com/artist/164Uj4eKjl6zTBKfJLFKKK,No events,No price
Nile Rodgers,disco,74,145911,https://open.spotify.com/artist/3yDIp0kaq9EFKe07X1X2rz,Unknown,78.95
Sia,pop,84,28536553,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,No events,No price
Lady Gaga,"art pop, dance pop, pop",89,31420943,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,Unknown,Unknown
The Verve,"britpop, permanent wave, rock, shoegaze",68,2389063,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,No events,No price
Eminem,"detroit hip hop, hip hop, rap",93,90018816,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,Unknown,Unknown
Sam Feldt,"edm, pop dance, tropical house",70,778011,https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf,Unknown,307.0
Lenny Kravitz,"permanent wave, rock",73,3340418,https://open.spotify.com/artist/5gznATMVO85ZcLTkE9ULU7,Unknown,888.0
Radiohead,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",82,10472001,https://open.spotify.com/artist/4Z8W4fKeB5YxbusRsdQVPb,Unknown,Unknown
Blur,"alternative rock, britpop, madchester, permanent wave, rock",71,3442338,https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS,Unknown,Unknown
The Guess Who,"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",55,739431,https://open.spotify.com/artist/0cQuYRSzlItquYxsQKDvVc,Unknown,49.5
Djo,"pov: indie, psychedelic pop",77,1517643,https://open.spotify.com/artist/5p9HO3XC5P3BLxJs5Mtrhm,No events,No price
Chromeo,"alternative dance, dance rock, filter house, indietronica, neo-synthpop, new rave, nu disco",55,403349,https://open.spotify.com/artist/2mV8aJphiSHYJf43DxL7Gt,Unknown,Unknown
The Poets,,11,1143,https://open.spotify.com/artist/52DmpYOAlbrvY4kffFGr8G,Unknown,10.0
Camellia,"denpa-kei, rhythm game",52,216328,https://open.spotify.com/artist/4bwIf0yXJf0F9AmOl2J78M,No events,No price
KATSEYE,5th gen k-pop,71,303124,https://open.spotify.com/artist/3c0gDdb9lhnHGFtP4prQpn,No events,No price
Gracie Abrams,alt z,84,2354077,https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5,Unknown,96.6
SZA,"pop, r&b, rap",90,22966068,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,Unknown,49.5
Lynyrd Skynyrd,"album rock, classic rock, hard rock, rock, southern rock",73,5274952,https://open.spotify.com/artist/4MVyzYMgTwdP7Z49wAZHx0,Unknown,15.0
Foo Fighters,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",78,11983654,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,Unknown,Unknown
Skye Riley,,23,1193,https://open.spotify.com/artist/0fpkkLazfNNewOHmxSW2YL,No events,No price
Dear Rouge,"canadian indie, metropopolis, vancouver indie",35,27391,https://open.spotify.com/artist/0YkjOpIntNmlG1PNF2dqSy,No events,No price
Together Pangea,"indie garage rock, indie punk",42,108619,https://open.spotify.com/artist/29q1axQPERERxUzqufXMqB,Unknown,25.0
Tom Petty and the Heartbreakers,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",70,2832340,https://open.spotify.com/artist/4tX2TplrkIP4v05BNC903e,Unknown,25.0
Illiterate Light,virginia indie,27,20208,https://open.spotify.com/artist/1vEqG4Bxz3YIMuDkIcvg6J,Unknown,Unknown
KAROL G,"reggaeton, reggaeton colombiano, urbano latino",92,50175776,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,No events,No price
Alex G,"philly indie, pov: indie, slacker rock",77,2386820,https://open.spotify.com/artist/6lcwlkAjBPSKnFBZjjZFJs,Unknown,40.5
SICK PUPPIES,"alternative metal, nu metal, post-grunge",56,905693,https://open.spotify.com/artist/7qAcXJgt1PWnxwUgxMdyuk,Unknown,20.0
Franz Ferdinand,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",69,2682785,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A,Unknown,Unknown
The Cranberries,"irish rock, pop rock, rock",77,4482976,https://open.spotify.com/artist/7t0rwkOPGlDPEhaOcVtOt9,Unknown,Unknown
Dire Straits,"album rock, classic rock, mellow gold, rock",77,7759948,https://open.spotify.com/artist/0WwSkZ7LtFUFjGjMZBMt6T,Unknown,450.0
Scorpions,"album rock, german hard rock, german metal, german rock, hard rock, rock",73,7359545,https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY,Unknown,Unknown
The Beatles,"british invasion, classic rock, merseybeat, psychedelic rock, rock",85,28317822,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,Unknown,28.65
Cassadee Pope,"contemporary country, country pop, country road, modern country rock, pop emo",51,257750,https://open.spotify.com/artist/7ahuvq1mbb4idwG1iJbSFG,Unknown,32.5
Tommy Richman,chill abstract hip hop,81,689363,https://open.spotify.com/artist/1WaFQSHVGZQJTbf0BdxdNo,Unknown,Unknown
AC/DC,"australian rock, hard rock, rock",83,29333518,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un,Unknown,25.0
INJI,,53,165498,https://open.spotify.com/artist/0Z4Ir8usNVcAdCSQl0fQki,Unknown,14.85
Superbloom,grungegaze,26,12084,https://open.spotify.com/artist/3xdggitmc1vFAChxAwhIIL,Unknown,Unknown
R.E.M.,"alternative rock, athens indie, permanent wave, rock",74,4679321,https://open.spotify.com/artist/4KWTAlx2RvbpseOGMEmROg,Unknown,Unknown
pewdiepie,antiviral pop,41,654531,https://open.spotify.com/artist/1JOdUvDAzNy3L37rZ4Nigr,No events,No price
Addison Rae,social media pop,69,337371,https://open.spotify.com/artist/4gvjmrtzydbMpyJaXUtwvP,No events,No price
Black Sabbath,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",74,8107191,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,Unknown,Unknown
Alan Walker,electro house,81,39393793,https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN,Unknown,8.8
Zetra,,26,6567,https://open.spotify.com/artist/19OKi91yhqwfQqFyROn06f,Unknown,0.0
Bon Jovi,"glam metal, rock",79,13806887,https://open.spotify.com/artist/58lV9VcRSjABbAbfWS6skp,Unknown,Unknown
The White Stripes,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",72,3195788,https://open.spotify.com/artist/4F84IBURUo98rz4r61KF70,No events,No price
Jessica Baio,singer-songwriter pop,59,316257,https://open.spotify.com/artist/0VMFTqmv0hYlWruyBERT95,Unknown,20.0
Hozier,"irish singer-songwriter, modern rock, pop, pov: indie",86,7798661,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS,Unknown,90.05
Lolo Zouaï,alternative r&b,53,245433,https://open.spotify.com/artist/2qDIR2WlcW3llkGqJWg9VJ,No events,No price
Electric Light Orchestra,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",73,4101782,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,Unknown,35.0
London Grammar,"metropopolis, nottingham indie",65,1561559,https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO,Unknown,35.0
SERA,,51,43932,https://open.spotify.com/artist/3Anj5rCWtYTgRvV7pdq6GE,Unknown,26.0
Fleetwood Mac,"album rock, classic rock, rock, soft rock, yacht rock",82,12012137,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,Unknown,54.24
Bea and her Business,,49,91416,https://open.spotify.com/artist/6Jl6Xw5FnzQqmKNodwbKym,Unknown,15.0
Tolou,,30,3073,https://open.spotify.com/artist/6aJLBAuRRedmYQfUxXUByH,No events,No price
Rhys,,12,188,https://open.spotify.com/artist/3ib3suDKiZY4EmEafjuWa3,Unknown,26.0
Hanumankind,"desi hip hop, indian underground rap, malayalam hip hop",78,438316,https://open.spotify.com/artist/4nVa6XlBFlIkF6msW57PHp,No events,No price
Razorlight,britpop,54,563533,https://open.spotify.com/artist/450iujbtN6XgiA9pv6fVZz,Unknown,0.0
Fly By Midnight,singer-songwriter pop,61,269595,https://open.spotify.com/artist/4rQTEdG6hDVOlDUFKs9EjZ,No events,No price
Mike Posner,"dance pop, pop, pop dance, pop rap",71,1386781,https://open.spotify.com/artist/2KsP6tYLJlTBvSUxnwlVWa,No events,No price
slowly.,,44,1097,https://open.spotify.com/artist/2IN7dtd9EDEat5Q74Jf8EQ,Unknown,20.0
Green Day,"modern rock, permanent wave, punk, rock",83,15386318,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,Unknown,Unknown
Zinadelphia,,44,39548,https://open.spotify.com/artist/2bTnGGWvuVQsMVyg31rmum,Unknown,20.0
Pom Pom Squad,bubblegrunge,38,38188,https://open.spotify.com/artist/1yhTALwId0bpL1U1XRT3Zs,Unknown,18.0
The Police,"album rock, classic rock, permanent wave, rock",77,6307692,https://open.spotify.com/artist/5NGO30tJxFlKixkPSgXcFE,Unknown,150.0
The Doors,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",74,8058184,https://open.spotify.com/artist/22WZ7M8sxp5THdruNY3gXt,Unknown,26.79
Tee Lopes,,53,35670,https://open.spotify.com/artist/5ZOKvzD4GQ7Yg2CS4CVbRb,No events,No price
Shawn Mendes,"canadian pop, pop, viral pop",83,43187911,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,Unknown,Unknown
Noah Kahan,"pov: indie, singer-songwriter pop",86,3344740,https://open.spotify.com/artist/2RQXRUsr4IW1f3mKyKsy4B,Unknown,89.5
Jamie Miller,"pop soul, singer-songwriter pop",65,633559,https://open.spotify.com/artist/2LkkwxA19J8C52wPQl5bG6,No events,No price
worlds greatest dad,"atlanta indie, diy emo",20,4345,https://open.spotify.com/artist/4CJ5eNfmJHQ5spEAvaxj8F,No events,No price
Katy Perry,pop,85,34318992,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,Unknown,Unknown
Snow Patrol,"irish rock, modern rock, neo mellow, permanent wave, pop rock",69,3038745,https://open.spotify.com/artist/3rIZMv9rysU7JkLzEaC5Jp,Unknown,50.6
Kansas,"album rock, classic rock, hard rock, heartland rock, mellow gold, progressive rock, rock, soft rock",67,1613155,https://open.spotify.com/artist/2hl0xAkS2AIRAu23TVMBG1,Unknown,Unknown
julie,"grungegaze, zoomergaze",55,287759,https://open.spotify.com/artist/3VNzWLePg9jTvQ2ximYOzW,Unknown,39.0
Rosa Linn,alt z,68,392981,https://open.spotify.com/artist/46xBNx0j6cwY6sD9LgMTm1,No events,No price
Jimin,k-pop,89,9303268,https://open.spotify.com/artist/1oSPZhvZMIrWW5I41kPkkY,No events,No price
Porter Robinson,"complextro, edm, electro house, pop dance, progressive electro house",65,1154250,https://open.spotify.com/artist/3dz0NnIZhtKKeXZxLOxCam,Unknown,33.2
Lana Del Rey,"art pop, pop",92,39602710,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,No events,No price
Meg Smith,alt z,42,20363,https://open.spotify.com/artist/4MfdeUAPPDpi4xdc1jvnwg,Unknown,Unknown
LEXXE,,30,2604,https://open.spotify.com/artist/0lDo9zbShSX0EXnxLpUZIU,No events,No price
Billie Eilish,"art pop, pop",95,99243693,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,Unknown,73.1
Adele,"british soul, pop, pop soul, uk pop",88,58527278,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,Unknown,2.0
Chappell Roan,"indie pop, pov: indie",89,2976291,https://open.spotify.com/artist/7GlBOeep6PqTfFi59PTUUN,Unknown,Unknown
The Hollies,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock",64,1212739,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,Unknown,Unknown
Phil Collins,"rock drums, soft rock",77,6086106,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp,Unknown,18.0
The Rolling Stones,"album rock, british invasion, classic rock, rock",80,14401004,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,Unknown,22.0
Honey.,,18,2689,https://open.spotify.com/artist/2Rki2mP8GPq0ZTeHqSbcMN,Unknown,23.0
FINNEAS,"alt z, la indie, pop, pov: indie",68,2017309,https://open.spotify.com/artist/37M5pPGs6V1fchFJSgCguX,Unknown,34.5
Doechii,alternative r&b,72,554184,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB,No events,No price
Weezer,"alternative rock, modern power pop, modern rock, permanent wave, rock",75,3773284,https://open.spotify.com/artist/3jOstUTkEu2JkjvRdBA5Gu,Unknown,40.0
Maisak,,70,24364,https://open.spotify.com/artist/6B1hSmaLdOvChinK2Z7gfi,No events,No price
Van Halen,"album rock, classic rock, hard rock, rock",73,6170756,https://open.spotify.com/artist/2cnMpRsOVqtPMfq7YiFE6K,Unknown,Unknown
MC5,"detroit rock, garage rock, proto-metal, protopunk, punk",37,195800,https://open.spotify.com/artist/4WquJweZPIK9qcfVFhTKvf,No events,No price
WesGhost,,60,178121,https://open.spotify.com/artist/6YmJPuYzqe1HsJArGYcHBJ,Unknown,20.0
Bloomer,,28,8787,https://open.spotify.com/artist/4jPYFB5fWBjPkIFg6bLSnl,Unknown,42.0
Rage Against The Machine,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock",71,6136080,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,Unknown,Unknown
Talking Heads,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",70,2523176,https://open.spotify.com/artist/2x9SpqnPi8rlE9pjHBwmSC,Unknown,Unknown
Barretta,,52,51086,https://open.spotify.com/artist/1KVpqmrI8SIVWjipMC1FZl,No events,No price
chokecherry,,35,27873,https://open.spotify.com/artist/6FO0bkcJ4D8MJ1REvBRhNT,Unknown,26.0
Mark Ambor,singer-songwriter pop,76,486958,https://open.spotify.com/artist/11p2E654TTU8e0nZWBR4AL,Unknown,690.0
Zach Bryan,classic oklahoma country,91,5033699,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2,Unknown,20.0
Bob Marley & The Wailers,"reggae, roots reggae",82,12631784,https://open.spotify.com/artist/2QsynagSdAqZj3U9HgDzjD,Unknown,16.0
Shaboozey,"modern country pop, pop rap",81,648458,https://open.spotify.com/artist/3y2cIKLjiOlp1Np37WiUdH,Unknown,Unknown
Billie Eilish,"art pop, pop",95,99341796,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,Unknown,73.1
Soccer Mommy,"art pop, bubblegrunge, indie pop, indie rock, small room",51,385658,https://open.spotify.com/artist/4wXchxfTTggLtzkoUhO86Q,Unknown,134.0
Grace Davies,uk pop,46,95215,https://open.spotify.com/artist/55VbVrjmAWcvCknVFfPzvK,No events,No price
The Animals,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",66,2445710,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,Unknown,35.22
Pia Mia,"dance pop, pop, post-teen pop",57,1946972,https://open.spotify.com/artist/1BhWF9W2PngtPSyobKg0rP,No events,No price
Gigi Perez,bedroom pop,73,179912,https://open.spotify.com/artist/1iCnM8foFssWlPRLfAbIwo,Unknown,Unknown
Buffalo Springfield,"album rock, blues rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, southern rock",67,834598,https://open.spotify.com/artist/3eskO5m0H4yiF64vRySBjr,Unknown,20.0
Tate McRae,pop,83,5860846,https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym,Unknown,Unknown
The Kid LAROI,australian hip hop,84,5632600,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J,Unknown,53.0
Linkin Park,"alternative metal, nu metal, post-grunge, rap metal, rock",89,26606922,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,Unknown,Unknown
Torus,,26,2813,https://open.spotify.com/artist/2hAbK9kNETmY7FHExyadGM,Unknown,32.0
AAAA,,28,7949,https://open.spotify.com/artist/6NVMzVjhJiHrjpx6yyNQ5i,No events,No price
Queen,"classic rock, glam rock, rock",85,51185388,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,Unknown,35.0
YUKIKA,korean city pop,42,151143,https://open.spotify.com/artist/4RfI1z9u2xIc5Qnqac4JbO,No events,No price
The Chainsmokers,pop,82,20451806,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,Unknown,Unknown
Benson Boone,singer-songwriter pop,86,3510458,https://open.spotify.com/artist/22wbnEMDvgVIAGdFeek6ET,Unknown,106.8
Nick Jonas,"dance pop, pop",64,10023951,https://open.spotify.com/artist/4Rxn7Im3LGfyRkY2FlHhWi,Unknown,Unknown
Hinder,"alternative metal, nu metal, post-grunge",62,1913169,https://open.spotify.com/artist/6BMhCQJYHxxKAeqYS1p5rY,Unknown,Unknown
Nirvana,"grunge, permanent wave, rock",83,20216256,https://open.spotify.com/artist/6olE6TJLqED3rqDCT0FyPh,Unknown,32.5
David Bowie,"art rock, classic rock, glam rock, permanent wave, rock",78,10702789,https://open.spotify.com/artist/0oSGxfWSnnOXhD2fKuz2Gy,Unknown,19.25
Guns N' Roses,"glam metal, hard rock, rock",80,31695087,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,Unknown,Unknown
Jessie Murph,"modern country pop, singer-songwriter pop",76,1080984,https://open.spotify.com/artist/2yLzlEFtIS0Q9UkyBZdQA7,Unknown,25.5
Ariana Grande,pop,91,99680828,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR,Unknown,29.75
Demi Lovato,"pop, post-teen pop",78,26666990,https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp,No events,No price
Natalie Jane,singer-songwriter pop,63,1006113,https://open.spotify.com/artist/5bfglVyGJppmmNoC2rhBUG,Unknown,20.0
